id_comercio|id_bandera|id_sucursal|sucursales_nombre|sucursales_tipo|sucursales_calle|sucursales_numero|sucursales_latitud|sucursales_longitud|sucursales_observaciones|sucursales_barrio|sucursales_codigo_postal|sucursales_localidad|sucursales_provincia|sucursales_lunes_horario_atencion|sucursales_martes_horario_atencion|sucursales_miercoles_horario_atencion|sucursales_jueves_horario_atencion|sucursales_viernes_horario_atencion|sucursales_sabado_horario_atencion|sucursales_domingo_horario_atencion
10|3|311|Monroe 2771|Autoservicio|Monroe|2771|-34.560168|-58.463180||Belgrano|1428|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|3|334|Paraguay 521|Autoservicio|Paraguay|521|-34.597351|-58.374515||Retiro|1057|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|11:00 a 20:00
10|1|162|Trelew|Hipermercado|Soberanía Nacional|140|-43.257504|-65.305489|||9100|Trelew|AR-U|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00
10|2|263|Parana Rocamora|Supermercado|Santos Domínguez|808|-31.754009|-60.511242|Esquina Coronel Díaz|Barrio Rocamora|3100|Paraná|AR-E|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:00 a 13:00 y 17:00 a 20:00
10|1|49|Florencio Varela|Hipermercado|Av. Gral. José de San Martín|554|-34.779585|-58.279265|||1888|Florencio Varela|AR-B|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00
10|1|136|General Roca|Supermercado|25 de Mayo|622|-39.030326|-67.573775|||8332|General Roca|AR-R|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|1|171|Salta III|Hipermercado|Av. Bicentenario Batalla de Salta|702|-24.781285|-65.401667|ex Avenida Virrey Toledo||4400|Salta|AR-A|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00|09:00 a 20:00
10|3|363|Independencia 1833|Autoservicio|Av. Independencia|1833|-34.618097|-58.392208||San Cristobal|1225|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|3|487|La Rioja 2040|Autoservicio|La Rioja|2040|-34.635113|-58.405779||Parque Patricios|1244|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|2|134|Tandil II|Supermercado|9 de Julio|548|-37.326474|-59.135087|||7000|Tandil|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|1|25|San Fernando|Hipermercado|Ruta 202|0|-34.453587|-58.575528|y Panamericana Ramal Tigre||1646|San Fernando|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|1|159|Corrientes|Hipermercado|Av. Ferré|2985|-27.477092|-58.815872|Esquina Chacabuco|Barrio Santa Teresita|3400|Corrientes|AR-W|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:00 a 20:00
10|3|552|Rivadavia 3751|Autoservicio|Av. Rivadavia|3751|-34.610954|-58.419102||Almagro|1204|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|607|Chacabuco 727|Autoservicio|Chacabuco|727|-31.426127|-64.183581||Nueva Córdoba|5000|Córdoba|AR-X|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00
10|3|574|García del Río 3166|Autoservicio|García del Río|3166|-34.550187|-58.476600||Saavedra|1429|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|1|178|Catamarca|Supermercado|Hipólito Yrigoyen|1283|-28.477093|-65.778283|||4700|San Fernando del Valle de Catamarca|AR-K|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00
10|3|733|Lisandro de Latorre 790|Autoservicio|Av. Lisandro de Latorre|790|-34.647473|-58.519847||Mataderos|1408|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|459|C. General Belgrano 4861|Autoservicio|Camino Gral. Belgrano|4861|-34.722369|-58.339005|||1824|Lanús|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:30 a 19:30
10|1|234|Don Torcuato|Hipermercado|Av. Ángel T. de Alvear|1960|-34.491603|-58.627670|||1611|Don Torcuato|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00
10|3|338|Tucumán 831|Autoservicio|Tucumán|831|-34.601177|-58.378613||San Nicolas|1049|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|11:00 a 20:00
10|3|522|Arieta 2850|Autoservicio|Arieta|2850|-34.676217|-58.563547||San Justo|1754|La Matanza|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:30 a 20:00
10|3|348|Rivadavia 3421|Autoservicio|Av. Rivadavia|3421|-34.610752|-58.414782||Almagro|1203|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|2|290|Mendoza Bombal|Supermercado|Beltrán|2078|-32.903094|-68.852428|||5501|Godoy Cruz|AR-M|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 13:30 y 17:00 a 20:00
10|3|444|C. General Belgrano 6498|Autoservicio|Camino Gral. Belgrano|6498|-34.780470|-58.263130||Florencio Varela|1888|Florencio Varela|AR-B|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|09:00 a 19:00
10|1|231|Lomas de Zamora|Hipermercado|Oliden|450|-34.768774|-58.411275|||1832|Lomas de Zamora|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|717|Junin 1460|Autoservicio|Junin|1460|-34.591204|-58.395574|||1115|Ciudad Autónoma de Buenos Aires|AR-C|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|11:00 A 20:00
10|2|516|San Isidro Súper|Supermercado|Cosme Beccar|437|-34.470353|-58.514687|||1419|San Isidro|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:00 a 20:00
10|1|227|Bernal|Hipermercado|Av. Dardo Rocha|849|-34.715471|-58.298863|||1876|Bernal|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|486|Av. San Juan 1374|Autoservicio|Av. San Juan|1374|-34.622468|-58.385616||San Cristobal|1148|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|3|339|Los Incas 4466|Supermercado|Av. de Los Incas|4466|-34.581140|-58.473713||Villa Urquiza|1427|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|589|Perú 487|Autoservicio|Perú|487|-34.613625|-58.374702||Monserrat|1068|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|10:00 a 19:00
10|3|397|Corrientes 5980|Autoservicio|Av. Corrientes|5980|-34.593559|-58.445668||Chacarita|1414|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|499|Av. Cristianía 1832|Autoservicio|Av. Cristianía|1832|-34.697531|-58.601259||Atalaya|1765|La Matanza|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|406|Salta 1637-39|Autoservicio|Salta|1637|-34.627247|-58.383000||Constitucion|1137|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|11:00 a 20:00
10|3|331|Charcas 3171|Autoservicio|Charcas|3171|-34.592437|-58.410869||Palermo|1425|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|360|Los Incas 5174|Autoservicio|Av. de Los Incas|5174|-34.586703|-58.481354||Villa Urquiza|1427|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|435|Ruta 26 - 162|Autoservicio|RP26|162|-34.408965|-58.771632|||1625|Maquinista Savio|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:00 a 20:00
10|1|47|Martín Coronado|Hipermercado|Av. Pdte. J. D. Perón|7055|-34.587243|-58.593697|||1683|Martín Coronado|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|2|132|Catamarca II|Supermercado|Rivadavia|945|-28.472753|-65.778434|||4700|San Fernando del Valle de Catamarca|AR-K|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|08:30 a 20:00
10|3|433|Madero 1050 Ruta 26|Autoservicio|Av. Ing. Eduardo Madero|1050|-34.449447|-58.797046|||1669|Del Viso|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:30 a 20:00
10|3|301|Av. Pueyrredón 2464|Autoservicio|Av. Pueyrredón|2464|-34.585915|-58.394398||Recoleta|1119|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|1|33|Rosario Sur|Hipermercado|Necochea|2579|-32.970122|-60.628560|||2000|Rosario|AR-S|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|768|INDEPENDENCIA 855|Autoservicio|INDEPENDENCIA|855|-31.422938|-64.186857|||5000|Córdoba|AR-X|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|10:30 A 21:00
10|3|641|Alvear 126|Autoservicio|Alvear|126|-31.415382|-64.180514||Centro|5000|Córdoba|AR-X|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|3|762|Sarachaga 780/82|Autoservicio|Sarachaga|780|-31.390962|-64.184520|||5001|Córdoba|AR-X|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|10:30 A 21:00
10|3|766|27 de Abril 458|Autoservicio|27 de Abril|458|-31.402219|-64.232631|||5000|Córdoba|AR-X|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|10:30 A 21:00
10|3|752|Proxi Balcarce 379|Autoservicio|Balcarce|379|-34.611868|-58.370576|||1064|Ciudad Autónoma de Buenos Aires|AR-C|07:00 A 21:30|07:00 A 21:30|07:00 A 21:30|07:00 A 21:30|07:00 A 21:30|07:00 A 21:30|10.30 a 20.00
10|1|6|Salguero|Hipermercado|Jerónimo Salguero|3212|-34.574635|-58.403801|||1425|Ciudad Autónoma de Buenos Aires|AR-C|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|769|San Martin 625|Autoservicio|San Martin|625|-31.415653|-64.183859|||5001|Córdoba|AR-X|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|10:30 A 21:00
10|3|720|Proxi independencia 585 (CBA)|Autoservicio|Independencia|585|-31.423028|-64.186152|||5000|Córdoba|AR-X|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|10:30 A 21:00
10|3|736|Proxi Chile 154 (CBA)|Autoservicio|Chile|154|-31.430384|-64.187869|||5000|Córdoba|AR-X|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|07:00 A 21:00|10:30 A 21:00
10|1|220|Villa Urquiza|Hipermercado|Av. Roosevelt|5749|-34.577205|-58.494765|||1431|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:00 a 20:00
10|3|741|Proxi Av. Triunvirato 4210|Autoservicio|Av. Triunvirato|4210|-34.578122|-58.480707|||1431|Ciudad Autónoma de Buenos Aires|AR-C|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|11:00 A 20:00
10|1|239|Gral. Pacheco|Hipermercado|Boulogne Sur Mer|301|-34.461340|-58.629233|||1617|General Pacheco|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:00 a 20:00
10|3|619|Ramos Mejía 1019|Autoservicio|Ramos Mejía|1019|-34.603848|-58.433412||Caballito|1405|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|2|114|Bahia Blanca I|Supermercado|Brown|51|-38.720410|-62.267942|||8000|Bahía Blanca|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|443|Los Tilos 711|Autoservicio|Los Tilos|711|-34.697530|-58.302113||Don Bosco|1878|Don Bosco|AR-B|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|09:00 a 19:00
10|3|600|Directorio 3960|Autoservicio|Directorio|3960|-34.640941|-58.479166||Floresta|1407|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|1|10|Villa Tesei|Hipermercado|Av. Vergara|1910|-34.620610|-58.633769|||1688|Hurlingham|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|525|Crisólogo Larralde 3721|Autoservicio|Crisólogo Larralde|3721|-34.555471|-58.479994||Saavedra|1430|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|2|130|Mar del Plata Centro|Supermercado|Catamarca|1965|-37.998923|-57.553648|||7600|Mar del Plata|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|669|Yapeyú 2059|Autoservicio|Yapeyú|2059|-34.575503|-58.535853|||1640|San Martín|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|Cerrado
10|3|371|Olazábal 5483|Autoservicio|Olazábal|5483|-34.579005|-58.490393||Villa Urquiza|1431|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|472|Jauretche 1125|Autoservicio|Jauretche|1125|-34.589617|-58.632800|||1686|Hurlingham|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|537|Charcas 4389|Autoservicio|Charcas|4389|-34.583109|-58.423667||Palermo|1425|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|352|Rodríguez Peña 1185|Autoservicio|Rodríguez Peña|1185|-34.595055|-58.392000||Recoleta|1428|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|11:00 a 20:00
10|3|478|Misiones 6572-74|Autoservicio|Misiones|6572|-34.605397|-58.595000|||1684|Palomar|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|10:00 a 20:00
10|3|788|MANSILLA 3620|Autoservicio|MANSILLA|3620|-34.591204|-58.414512|||1425|Ciudad Autónoma de Buenos Aires|AR-C|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|11:00 A 20:00
10|3|646|Baunes 2692|Autoservicio|Bauness|2692|-34.572841|-58.489511||Villa Urquiza|1431|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|661|Aráoz 1140|Autoservicio|Aráoz|1140|-34.594504|-58.428737||Palermo|1414|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|693|Pedro Goyena 1680|Autoservicio|Pedro Goyena|1680|-34.628516|-58.452100||Caballito|1406|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|419|Olavarría 469|Autoservicio|Olavarría|469|-34.636459|-58.359430||La Boca|1162|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|3|734|Urquiza 1015|Autoservicio|Urquiza|1015|-34.622701|-58.409197||Boedo|1221|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|09:30 a 10:30
10|3|667|Directorio 4989|Autoservicio|Av. Directorio|4989|-34.650719|-58.490753||Mataderos|1440|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:00 a 19:00
10|1|217|Bella Vista|Hipermercado|Av. Pdte. J. D. Perón|111|-34.553106|-58.698256|||1661|San Miguel|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|424|Mitre 226|Autoservicio|Bartolomé Mitre|226|-34.565687|-59.119412|||6700|Luján|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|10:00 a 19:00
10|1|24|Córdoba Jardín|Hipermercado|Av. O'Higgins|3765|-31.455534|-64.166095|||5014|Jardin Espinoza|AR-X|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|551|Monroe 3576|Autoservicio|Monroe|3576|-34.565080|-58.470704||Villa Urquiza|1430|Ciudad Autónoma de Buenos Aires|AR-C|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|3|495|Avenida 14 5072|Autoservicio|Avenida 14|5072|-34.760264|-58.206631||Berazategui|1880|Berazategui|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|402|Av. Corrientes 1974|Autoservicio|Av. Corrientes|1974|-34.604525|-58.394643||San Nicolas|1045|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|12:00 a 20:00
10|3|742|Juan B. Alberdi 5494|Autoservicio|Av. Juan Bautista Alberdi|5494|-34.649025|-58.499531||Mataderos|1440|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|774|SAENZ 1050|Autoservicio|Av. Saenz|1050|-34.652803|-58.416088|||1437|Ciudad Autónoma de Buenos Aires|AR-C|07:30 A 21:30|07:30 A 21:30|07:30 A 21:30|07:30 A 21:30|07:30 A 21:30|07:30 A 21:30|11:00 A 20:00
10|3|428|Rosario 4558|Autoservicio|Rosario|4558|-34.502410|-58.668448|||1613|Adolfo Sordeaux|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|10:00 a 20:00
10|3|471|Av. Honorio Luque 6101|Supermercado|Av. Honorio Luque|6101|-34.750544|-58.586041||Gregorio Laferrere|1757|Gregorio de Laferrere|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00
10|2|212|Malaver - Villa Ballester|Supermercado|América|4006|-34.557290|-58.550437|||1744|Villa Ballester|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:00 a 20:00
10|2|510|Almagro|Supermercado|Av. Díaz Vélez||-34.608489|-58.421617|Esquina Medrano||1179|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00
10|3|449|Sallares 151|Supermercado|Sallares|151|-34.808046|-58.275429||Florencio Varela|1888|Florencio Varela|AR-B|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|07:30 a 20:00|11:00 a 20:00
10|1|44|Resistencia II|Hipermercado|Av. Ávalos||-27.438800|-58.987383|y Lavalle||3500|Resistencia|AR-H|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|1|7|Quilmes|Hipermercado|Av. La Plata|1400|-34.735911|-58.277988|||1878|Quilmes|AR-B|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|3|460|Eva Perón 3330|Autoservicio|Eva Perón|3330|-34.720952|-58.363081|||1824|Lanús|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|10:00 a 19:00
10|1|271|Belgrano|Hipermercado|Av. Monroe|1655|-34.553980|-58.452838|||1428|Ciudad Autónoma de Buenos Aires|AR-C|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|08:30 a 20:00|09:00 a 20:00
10|2|288|Mendoza Sexta|Supermercado|Jorge A. Calle|631|-32.868658|-68.852646|||5500|Mendoza|AR-M|10:00 a 18:00|10:00 a 18:00|10:00 a 18:00|10:00 a 18:00|10:00 a 18:00|10:00 a 18:00|10:00 a 18:00
10|1|128|Comodoro Rivadavia|Hipermercado|Pellegrini|851|-45.861562|-67.479968|Centro de la Ciudad||9000|Comodoro Rivadavia|AR-U|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|09:00 a 20:00|09:00 a 20:00
10|3|349|Cabildo 34|Autoservicio|Av. Cabildo|34|-34.574828|-58.436126||Palermo|1426|Ciudad Autónoma de Buenos Aires|AR-C|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|11:00 a 20:00
10|3|650|San Martín 26|Autoservicio|San Martín|26|-31.420530|-64.499099||Villa Carlos Paz|5001|Córdoba|AR-X|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|10:00 a 20:00
10|3|778|Bulnes 758|Autoservicio|Bulnes|758|-34.602747|-58.417969|||1176|Ciudad Autónoma de Buenos Aires|AR-C|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|07:00 A 22:00|09:30 A 20:00
10|3|453|Martin Rodríguez 1399|Supermercado|Martín Rodríguez|1399|-34.735217|-58.433859|||1832|Banfield|AR-B|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|08:00 a 20:00|10:30 a 20:00
10|3|654|Hipolito Irigoyen 1790|Autoservicio|Hipólito Yrigoyen|1790|-34.610358|-58.391532||Congreso|1089|Ciudad Autónoma de Buenos Aires|AR-C|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|07:00 a 20:00|10:00 a 19:00
